STATE,FAC_NAME,ST_ADR,PHONE,INPT_BEDS,ADMIT_AGE_MIN,ADMIT_AGE_MAX,TRACH,VENT,PN,STATUS,PRVDR_NUM,ZIP,FREE,latitude,longitude
SC,PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL- ROGER C. PEACE REHABILITATION HOSPITAL,"420078 - 701 GROVE ROAD, GREENVILLE, SC, 29605, USA",8644557716,,,,,,,3.0,420078,29605,,34.8188086,-82.41235859999999
ID,NORTHERN IDAHO ADVANCED CARE HOSPITAL,"132001 - 600 NORTH CECIL ROAD, POST FALLS, ID, 83854, USA",2082622800,40,15,,1,1,1,2.0,132001,83854,,47.7132381,-116.9037942
ID,ST. LUKE'S REHABILITATION,"135114 - 600 NORTH ROBBINS ROAD, BOISE, ID, 83702, USA",2084894444,19,14,,0,0,0,2.0,135114,83702,,43.6156229,-116.1915593
KY,SOUTHERN KENTUCKY REHABILITATION HOSPITAL,"183029 - 1300 CAMPBELL LANE, BOWLING GREEN, KY, 42104, USA",2707826900,60,16,,1,0,1,2.0,183029,42104,,36.9573417,-86.4477418
KY,UOFL HEALTH - FRAZIER REHABILITATION INSTITUTE,"183025 - 220 ABRAHAM FLEXNER WAY, LOUISVILLE, KY, 40202, USA",5025827490,10,18,,1,1,1,2.0,183025,40202,0,38.2490803,-85.75042839999999
KY,ROCKCASTLE HOSP & RESPIRATORY CARE CTR,"180115 - 145 NEWCOMB AVENUE, MOUNT VERNON, KY, 40456, USA",6062562195,20,,,1,1,0,1.0,180115,40456,0,37.3573236,-84.3362923
GA,CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,"113300 - 1405 CLIFTON ROAD, NE, ATLANTA, GA, 30322, USA",4047855252,28,,21,1,1,1,1.0,113300,30322,0,33.7937283,-84.3197718
GA,SHEPHERD CENTER,"112003 - 2020 PEACHTREE RD NW, ATLANTA, GA, 30309, USA",4043507311,152,11,NONE,1,1,1,2.0,112003,30309,,33.8101669,-84.3940369
NC,ATRIUM HEALTH LEVINE CHILDREN'S HOSPITAL,"340113 - 1000 BLYTHE BLVD, CHARLOTTE, NC, 28203, USA",7043812000,13,0,18,1,1,1,1.0,340113,28203,0,35.2034162,-80.8385574
NC,CAREPARTNERS REHABILITATION HOSPITAL,"343025 - 68 SWEETEN CREEK RD, ASHEVILLE, NC, 28813, USA",8282774800,,13,,,,,2.0,343025,28813,,35.5616311,-82.53188639999999
NC,CAPE FEAR VALLEY MEDICAL CENTER,"340028 - 1638 OWEN DRIVE P O BOX 2000, FAYETTEVILLE, NC, 28302, USA",9106156700,4,2,,1,0,1,1.0,340028,28302,0,35.0314494,-78.93289039999999
NC,NORTH CAROLINA BAPTIST HOSPITAL,"340047 - MEDICAL CENTER BOULEVARD, WINSTON-SALEM, NC, 27157, USA",3367162011,3,13,17,1,0,0,2.0,340047,27157,,36.0896734,-80.2713468
NC,UNIVERSITY OF NORTH CAROLINA HOSPITALS,"340061 - 101 MANNING DRIVE, CHAPEL HILL, NC, 27514, USA",9849745111,30,,,1,0,0,3.0,340061,27514,,35.903723,-79.0494302
NC,VIDANT MEDICAL CENTER,"340040 - 2100 STANTONSBURG RD, GREENVILLE, NC, 27834, USA",2528474451,8,0,18,1,1,1,1.0,340040,27834,0,35.60757,-77.4038515
NC,WAKEMED,"340069 - 3000 NEW BERN AVE, RALEIGH, NC, 27610, USA",9193508000,5,3,20,1,0,1,1.0,340069,27610,0,35.7844412,-78.58728719999999
KS ,"ASCENSION VIA CHRISTI REHABILITATION HOSPITAL, INC.","170122 - 929 NORTH ST FRANCIS STREET, WICHITA, KS, 67214, USA",3162685000,30,2,,1,0,2,1.0,170122,67214,0,37.6994462,-97.33227889999999
KS ,CHILDREN'S MERCY HOSPITAL KANSAS,"173300 - 5808 W 110TH STREET, OVERLAND PARK, KS, 66211, USA",9136968000,10,0,21,1,0,0,1.0,173300,66211,0,38.9296881,-94.65326689999999
KS ,"KANSAS REHABILITATION HOSPITAL, A JOINT VENTURE OF ENCOMPASS HEALTH AND STORMONT VAIL HEALTH","173025 - 1504 SW 8TH AVENUE, TOPEKA, KS, 66606, USA",7852356600,,,,1,0,1,3.0,173025,66606,,39.0548302,-95.6948793
KS ,MERCY SPECIALTY HOSPITAL SOUTHEAST KANSAS,"170203 - 1619 K 66, GALENA, KS, 66739, USA",6207831732,,,,,,,3.0,170203,66739,,37.0758952,-94.6396714
KS ,MIDAMERICA REHABILITATION HOSPITAL,"173026 - 5701 W 110TH STREET, OVERLAND PARK, KS, 66211, USA",9134912400,98,14,,1,0,0,2.0,173026,66211,,38.9289063,-94.6512506
KS ,"WESLEY REHABILITATION HOSPITAL, AN AFFILIATE OF ENCOMPASS HEALTH","173027 - 8338 WEST 13TH STREET, WICHITA, KS, 67212, USA",3167299999,65,11,,1,0,1,2.0,173027,67212,,37.7096432,-97.4390983
IN,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,"152020 - 8050 TOWNSHIP LINE RD, INDIANAPOLIS, IN, 46260, USA",3174158500,72,,,1,1,1,3.0,152020,46260,,39.9017707,-86.20405600000001
IN,ENCOMPASS HEALTH DEACONESS REHABILITATION HOSPITAL,"153025 - 9355 WARRICK TRAIL, NEWBURGH, IN, 47630, USA",8124769983,98,10,,1,0,1,2.0,153025,47630,,37.9795698,-87.4202385
IN,REHABILITATION HOSPITAL OF FORT WAYNE GENERAL PAR,"153030 - 7970 W JEFFERSON BLVD, FORT WAYNE, IN, 46804, USA",2604356100,,,,,,,2.0,153030,46804,,41.0428899,-85.24816369999999
IN,REHABILITATION HOSPITAL OF INDIANA INC,"153028 - 4141 SHORE DR, INDIANAPOLIS, IN, 46254, USA",3173292000,,,,,,,3.0,153028,46254,,39.8300284,-86.2772754
IN,RILEY HOSPITAL FOR CHILDREN AT INDIANA UNIVERSITY HEALTH,"150056 - 1701 N SENATE BLVD, INDIANAPOLIS, IN, 46202, USA",3179484870,10,0,DD ,1,1,1,1.0,150056,46202,0,39.7897883,-86.1630216
IN,CAMELOT CARE CENTER,"15A036 - 1555 COMMERCE STREET, LOGANSPORT, IN, 46947, USA",2197530404,91,,,1,1,1,1.0,15A036,46947,1,40.7669267,-86.352369
IN,ESPECIALLY KIDZ HEALTH & REHAB CENTER/MAGNOLIA,"15A011 - 2325 S MILLER ST, SHELBYVILLE, IN, 46176, USA",3173923287,130,,,1,1,1,1.0,15A011,46176,0,39.501438,-85.78836729999999
DE, A I DUPONT HOSPITAL FOR CHILDREN,"083300 - 1600 ROCKLAND RD PO BOX 269, WILMINGTON, DE, 19899, USA",3026514000,14,0,21,1,1,1,1.0,083300,19899,0,39.7786551,-75.55632729999999
DE,EXCEPTIONAL CARE FOR CHILDREN,"08A015 - 11 INDEPENDENCE WAY, NEWARK, DE, 19713, USA",3028941001,46,0,18,1,1,1,1.0,08A015,19713,1,39.649117,-75.76367599999999
NH,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CONCORD, INC","303027 - 254 PLEASANT STREET, CONCORD, NH, 03301, USA",6032269800,50,16,,2,0,2,3.0,303027,03301,,43.2013261,-71.5632151
NH,CEDARCREST CENTER FOR CHILDREN WITH DISABILITIES,"306521 - 91 MAPLE AVE, KEENE, NH, 03431, USA",6033583384,26,0,21,1,1,2,1.0,306521,03431,1,42.9520683,-72.3171686
NV,RENOWN REHABILITATION HOSPITAL,"290001 - 1155 MILL STREET, RENO, NV, 89502, USA",7759823505,62,,,1,0,1,3.0,290001,89502,,39.5256288,-119.7965681
NV,SUNRISE CHILDREN'S HOSPITAL,"290003 - 3186 S MARYLAND PKWY, LAS VEGAS, NV, 89109, USA",7029615437,4,0,,1,0,1,1.0,290003,89109,0,36.1327154,-115.1358324
LA,BATON ROUGE REHAB HOSPITAL,"193028 - 8595 UNITED PLAZA BLVD, BATON ROUGE, LA, 70809, USA",2259270567,42,16,,1,0,1,2.0,193028,70809,,30.4100352,-91.09451639999999
LA,CHILDRENS HOSPITAL,"193300 - 200 HENRY CLAY AVE, NEW ORLEANS, LA, 70118, USA",5048999511,10,0,21,1,1,0,1.0,193300,70118,0,29.917793,-90.127417
LA,"NORTH OAKS REHABILITATION HOSPITAL, LLC","193044 - 1900 S MORRISON BLVD, HAMMOND, LA, 70403, USA",9855427777,23,,,1,0,0,3.0,193044,70403,,30.4840082,-90.4845981
LA,REHABILITATION HOSPITAL OF JENNINGS,"193067 - 1 HOSPITAL DRIVE, SUITE 101, JENNINGS, LA, 70546, USA",3378215353,16,15,,1,0,0,3.0,193067,70546,,30.2407398,-92.6620025
LA,RIVERBRIDGE SPECIALTY HOSPITAL,"192028 - 209 FRONT STREET, VIDALIA, LA, 71373, USA",3183366500,40,,,1,0,1,2.0,192028,71373,,31.5611518,-91.42615270000002
LA,SPECIALTY REHABILITATION HOSPITAL,"193080 - 1110 RINGGOLD AVENUE, COUSHATTA, LA, 71019, USA",3189321770,12,15,,1,0,0,2.0,193080,71019,,32.028467,-93.3405445
AK,ST. ELIAS SPECIALTY HOSPITAL,"022001 - 4800 CORDOVA STREET, ANCHORAGE, AK, 99503, USA",9075613333,20,14,,0,0,0,2.0,022001,99503,,61.1765643,-149.8802332
HI,REHABILITATIONÂ HOSPITALÂ OF THE PACIFIC,"123025 - 226 N KUAKINI STREET, HONOLULU, HI, 96817, USA",8085313511,80,15,NONE,1,0,0,2.0,123025,96817,,21.3214998,-157.854417
HI,KULANA MALAMA,"125057 - 91-1360 KARAYAN STREET, EWA BEACH, HI, 96706, USA",8086811203,18,0,21,1,1,1,1.0,125057,96706,0,21.3504164,-158.0293966
FL,BROOKS REHABILITATION HOSPITAL UNIVERSITY CAMPUS,"103029 - 3599 UNIVERSITY BLVD S BOX 16406, JACKSONVILLE, FL, 32216, USA",9043457600,8,0,18,1,2,1,1.0,103029,32216,0,30.2906234,-81.60076219999999
FL,TAMPA GENERAL HOSPITAL,"100128 - 1 TAMPA GENERAL CIR, TAMPA, FL, 33606, USA",8138447000,9,0,18,1,0,2,1.0,100128,33606,0,27.9377241,-82.4586988
FL,NEMOURS CHILDREN'S HOSPITAL FLORIDA,"103304 - 6535 NEMOURS PKWY, ORLANDO, FL, 32827, USA",4076507804,6,1,18,1,0,2,1.0,103304,32827,0,28.3767808,-81.2730895
FL,JOE DIMAGGIO CHILDREN'S HOSPITAL MEMORIAL REGIONAL HOSPITAL,"100038 - 3501 JOHNSON ST, HOLLYWOOD, FL, 33021, USA",9542654000,8,0,18,1,0,1,1.0,100038,33021,0,26.0193875,-80.1800087
FL,PLANTATION NURSING AND REHABILITATION CENTER KIDZ KORNER,"105175 - 4250 NW 5TH ST, PLANTATION, FL, 33317, USA",9545873296,76,0,21,1,1,1,1.0,105175,33317,1,26.1277558,-80.20568229999999
FL,THE CHILDREN'S CENTER AT SABAL PALMS,"105694 - 499 ALTERNATE KEENE RD NE, LARGO, FL, 33771, USA",7275864211,34,,,1,1,2,1.0,105694,33771,0,27.9215868,-82.76936769999999
MS,MISSISSIPPI METHODIST REHABILITATION CENTER,"253025 - 1350 E WOODROW WILSON DR, JACKSON, MS, 39216, USA",6019812611,114,13,,1,0,0,2.0,253025,39208,,32.3282613,-90.1718128
WI,ASCENSION SACRED HEART REHABILITATION HOSPITAL,"523025 - 2301 N LAKE DRIVE  8TH FLOOR, MILWAUKEE, WI, 53211, USA",4145851374,7,17,NONE,1,0,0,2.0,523025,53211,,43.06073740000001,-87.880037
WI,LAKEVIEW SPECIALTY HOSPITAL & REHAB CENTER,"522005 - 1701 SHARP ROAD, WATERFORD, WI, 53185, USA",2625347297,39,15,NONE,1,2,1,2.0,522005,53185,,42.7380439,-88.16799209999999
UT,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF UTAH,"463025 - 8074 SOUTH 1300 EAST, SANDY, UT, 84094, USA",8015613400,45,16,,1,0,1,3.0,463025,84094,0,40.6048275,-111.8547888
UT,PRIMARY CHILDREN'S HOSPITAL,"463301 - 100 NORTH MARIO CAPECCHI DRIVE, SALT LAKE CITY, UT, 84113, USA",8016621000,8,2,18,1,1,2,1.0,463301,84113,0,40.7710597,-111.8386621
UT,SOUTH DAVIS COMMUNITY HOSPITAL LTAC,"465187 - 481 SOUTH 400 EAST, BOUNTIFUL, UT, 84010, USA",8012952361,,0,21,1,1,1,1.0,465187,84010,0,40.884464,-111.8720592
AL,CHILDRENS HOSPITAL OF ALABAMA ,"013300 - 1600 SEVENTH AVENUE SOUTH, BIRMINGHAM, AL, 35233, USA",2056389100,10,2,18,1,0,1,1.0,013300,35233,0,33.5053682,-86.8058712
AL,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF GADSDEN,"013032 - 801 GOODYEAR AVE, GADSDEN, AL, 35903, USA",2564395000,48,13,,1,0,0,3.0,013032,35903,,34.0067381,-85.9685294
AL,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTH ALABAMA,"013029 - 107 GOVERNORS DRIVE, HUNTSVILLE, AL, 35801, USA",2565352300,70,16,,1,0,0,3.0,013029,35801,,34.7192437,-86.57992229999999
AL,MONTGOMERY CHILDREN'S SPECIALTY CENTER,"01A208 - 2853 FORBES DRIVE, MONTGOMERY, AL, 36110, USA",3342613445,12,,,1,0,0,1.0,01A208,36110,1,32.4251606,-86.2867864
MT,REHABILITATION HOSPITAL OF MONTANA,"273025 - 3572 HESPER ROAD, BILLINGS, MT, 59102, USA",4064136200,34,16,NONE,2,0,0,2.0,273025,59102,,45.7401353,-108.6059863
MT,ADVANCED CARE HOSPITAL OF MT,"270088 - 3528 GABEL RD, BILLINGS, MT, 59102, USA",7175915700,40,18,NONE,1,1,1,2.0,270088,59102,,45.7431546,-108.6045377
OH,CHILDREN'S HOSP. MEDICAL CENTER,"363300 - 3333 BURNET AVENUE, CINCINNATI, OH, 45229, USA",5138030505,12,1,18,1,0,1,1.0,363300,45229,0,39.1403453,-84.5017598
OH,NATIONWIDE CHILDREN'S HOSPITAL INC,"363305 - 700 CHILDREN'S DRIVE, COLUMBUS, OH, 43205, USA",6143550802,12,1,21,1,1,2,1.0,363305,43205,0,39.9540944,-82.97922369999999
OH,CLEVELAND CLINIC CHILD HOSP FOR REH,"363304 - 2801 MARTIN LUTHER KING, JR DRIVE, CLEVELAND, OH, 44104, USA",2164486400,20,2,21,1,1,1,1.0,363304,44104,0,41.4833232,-81.6073601
OH,CHILDREN'S HOSP. MED CTR OF AKRON,"363303 - 1 PERKINS SQUARE, AKRON, OH, 44308, USA",3305431000,8,0,21,1,1,0,1.0,363303,44308,0,41.0789912,-81.52667989999999
OH,MERCY HEALTH ST. ELIZABETH YOUNGSTOWN HOSPITAL,"367518 - 979 TIBBETTS-WICK ROAD, SUITE A, GIRARD, OH, 44420, USA",3304803570,26,14,,1,0,2,3.0,367518,44420,,41.1835078,-80.6931145
OH,"MERCY HEALTH - REGIONAL MEDICAL CENTER, LLC","360086 - 100 MEDICAL CENTER DRIVE, SPRINGFIELD, OH, 45504, USA",4409604000,30,16,,1,0,2,3.0,360086,45504,,39.9286179,-83.81630799999999
OH,ENCOMPASS HLTH. REHAB. HSPTL. OF CIN. AT NORWOOD,"MISS01 - 4953 Section Avenue, Norwood, OH 45212",5137129200,62,16,,0,0,1,2.0,MISS01,45212,,39.1670476,-84.46037919999999
OH,"THE REHABILITATION INSTITUTE OF OHIO, A JOINT VENT","363033 - 835 SOUTH MAIN STREET, DAYTON, OH, 45402, USA",9374248200,60,17,,2,0,1,2.0,363033,45402,,39.747117,-84.18902399999999
OH,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TOLEDO,"MISS02 - 4647 Monroe Street, Toledo, OH 43623",5672903521,40,17,,1,0,1,2.0,MISS02,43623,,41.6896174,-83.6252092
OH,REHABILITATION HOSPITAL OF NORTHWEST OHIO,"363040 - 1455 WEST MEDICAL LOOP, TOLEDO, OH, 43614, USA",4192146600,40,15,,1,0,1,2.0,363040,43614,,41.615455,-83.6198148
OH,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CINCIN,"363034 - 151 WEST GALBRAITH ROAD, CINCINNATI, OH, 45216, USA",5134185655,62,16,,0,0,1,2.0,363034,45216,,39.2127231,-84.4802962
NE,MADONNA REHABILITATION HOSPITAL LINCOLN,"283025 - 5401 SOUTH ST, LINCOLN, NE, 68506, USA",4024133000,20,0,18,1,1,1,1.0,283025,68506,1,40.79007360000001,-96.6473595
NE,MADONNA REHABILITATION SPECIALTY HOSPITAL OMAHA,"283026 - 17500 BURKE STREET, OMAHA, NE, 68118, USA",4024013000,20,0,18,1,1,1,1.0,283026,68118,1,41.26022469999999,-96.19029259999999
NE,REGIONAL WEST MEDICAL CENTER,"280061 - 4021 AVE B, SCOTTSBLUFF, NE, 69361, USA",3086353711,12,16,,1,0,2,2.0,280061,69361,,41.88704200000001,-103.6646734
NE,THE AMBASSADOR OMAHA,"285127 - 1540 NORTH 72ND STREET, OMAHA, NE, 68114, USA",4023936500,48,0,21,1,1,1,1.0,285127,68114,1,41.2738375,-96.0253751
ND,"VIBRA HOSPITAL OF FARGO, LLC","352004 - 5225 23RD AVE S, FARGO, ND, 58104, USA",7012419099,31,14,,1,1,1,2.0,352004,58104,,46.8457684,-96.87567349999999
ND,ALTRU HEALTH SYSTEM DBA ALTRU SPECIALITY HOSPITAL,"350019 - 1200 S COLUMBIA RD, GRAND FORKS, ND, 58201, USA",7017801500,23,8,,1,0,1,1.0,350019,58201,0,47.9106165,-97.06860859999999
CO,CHILDREN'S HOSPITAL COLORADO,"063301 - 13123 E 16TH AVE, AURORA, CO, 80045, USA",7207771234,12,0,22,1,1,1,1.0,063301,80045,0,39.7430921,-104.8335143
CO,ENCOMPASS HEALTH REHAB HOSPITAL OF LITTLETON,"063034 - 1001 W MINERAL AVE, LITTLETON, CO, 80120, USA",3033341100,40,16,NONE,1,0,1,2.0,063034,80120,,39.5744366,-104.9999504
CO,SPALDING REHABILITATION HOSPITAL -AURORA,"063027 - 900 POTOMAC ST, AURORA, CO, 80011, USA",3038735511,,16,,,,,3.0,063027,80011,,39.7311339,-104.8273128
CO,VIBRA REHABILITATION HOSPITAL OF DENVER,"063035 - 8451 PEARL ST, STE 101, THORNTON, CO, 80229, USA",3033018700,31,16,NONE,1,1,1,2.0,063035,80229,,39.8502597,-104.9804143
CO,NORTHERN COLORADO REHABILITATION HOSPITAL,"063033 - 4401 UNION ST, JOHNSTOWN, CO, 80534, USA",9706193400,40,18,NONE,1,0,1,3.0,063033,80534,,40.4063177,-104.9712862
CO,VIBRA HOSPITAL OF DENVER,"062014 - 8451 PEARL ST, THORNTON, CO, 80229, USA",3032883000,54,16,NONE,1,1,1,2.0,062014,80229,,39.8502597,-104.9804143
CO,NORTHERN COLORADO LONG TERM ACUTE HOSP - LONG TERM,"060121 - 4401A UNION STREET, JOHNSTOWN, CO, 80534, USA",9706193663,20,18,NONE,1,1,1,3.0,060121,80534,,40.4063177,-104.9712862
CO,CRAIG HOSPITAL,"062011 - 3425 S CLARKSON ST, ENGLEWOOD, CO, 80113, USA",3037898000,93,15,(GENERALLY 70-75 YRS FOR PROGRAM DESIGN),1,1,2,2.0,062011,80113,,39.6542457,-104.9787712
CO,PAM SPECIALTY HOSPITAL OF DENVER,"062012 - 1690 N MEADE ST, DENVER, CO, 80204, USA",3032646900,63,15,NONE,1,1,1,2.0,062012,80204,,39.7434283,-105.0352458
AR,ENCOMPASS HEALTHSOUTH REHABILITATION HOSPITAL OF JONESBORO,"043029 - 1201 FLEMING AVE, JONESBORO, AR, 72401, USA",8709320440,80,16,,1,0,0,2.0,043029,72401,,35.8325682,-90.69294819999999
AR,CONWAY REGIONAL REHABILITATION HOSPITAL,"043033 - 2210 ROBINSON STREET, CONWAY, AR, 72034, USA",5019323500,26,16,,0,0,0,2.0,043033,72034,,35.089226,-92.45561
AR,"HEALTHSOUTH REHABILITATION HOSPITAL, A PARTNER WITH WASHINGTON REGIONAL","043032 - 153 E MONTE PAINTER DRIVE, FAYETTEVILLE, AR, 72703, USA",4794442200,80,12,,1,0,2,3.0,043032,72703,,36.1090302,-94.1547355
AR,ARKANSAS CHILDREN'S HOSPITAL,"043300 - 1 CHILDREN'S WAY, SLOT 301, LITTLE ROCK, AR, 72202, USA",5013641100,10,0,21,1,0,0,1.0,043300,72202,0,34.7430824,-92.29225029999999
TX,BAYLOR SCOTT & WHITE INSTITUTE FOR REHABILITATION,"453036 - 909 NORTH WASHINGTON AVENUE, DALLAS, TX, 75246, USA",2148209300,92,14,,1,2,1,3.0,453036,75246,,32.7915294,-96.7804805
TX,BAYLOR SCOTT & WHITE MEDICAL CENTER -IRVING,"450079 - 1901 N MACARTHUR BLVD, IRVING, TX, 75061, USA",9725795409,18,17,,0,0,0,3.0,450079,75061,,32.8348422,-96.9607722
TX,CARRUS REHABILITATION HOSPITAL,"673041 - 1810 WEST HIGHWAY 82, SHERMAN, TX, 75092, USA",9038702600,24,16,,1,0,0,3.0,673041,75092,,33.6669954,-96.5963319
TX,CENTRAL TEXAS REHABILITATION HOSPITAL,"673027 - 700 W 45TH ST, AUSTIN, TX, 78705, USA",5124072111,50,16,,1,2,2,3.0,673027,78705,,30.3123288,-97.73467699999999
TX,"CHI ST JOSEPH HEALTH REHAB HOSP, AFFILIATE OF ENCOMPASS HEALTH","673065 - 1600 JOSEPH DR, BRYAN, TX, 77802, USA",9792134300,49,,,,,,3.0,673065,77802,,30.6602581,-96.35089959999999
TX,CHRISTUS ST MICHAEL REHABILITATION HOSPITAL,"453065 - 2400 ST MICHAEL DRIVE, TEXARKANA, TX, 75503, USA",9036144000,50,15,,1,0,0,2.0,453065,75503,,33.4650139,-94.07101899999999
TX,CLEARSKY REHABILITATION HOSPITAL OF FLOWER MOUND,"673047 - 3100 PETERS COLONY ROAD, FLOWER MOUND, TX, 75022, USA",4699332855,41,14,,1,0,2,3.0,673047,75022,,33.0353088,-97.0771568
TX,CORPUS CHRISTI REHABILITATION HOSPITAL,"673053 - 5726 ESPLANADE DRIVE, CORPUS CHRISTI, TX, 78414, USA",3619063700,35,15,,1,2,1,3.0,673053,78414,,27.6884137,-97.3779799
TX,DELL CHILDRENS MEDICAL CENTER,"453310 - 4900 MUELLER BLVD, AUSTIN, TX, 78723, USA",5123240101,8,0,18,1,2,1,1.0,453310,78723,0,30.3036803,-97.7060583
TX,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KATY,"673071 - 23331 GRAND RESERVE DRIVE, KATY, TX, 77494, USA",2815053500,,,,,,,3.0,673071,77494,,29.7675836,-95.7776377
TX,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIDLAND ODESSA,"453057 - 1800 HERITAGE BOULEVARD, MIDLAND, TX, 79707, USA",4325201600,,,,,,,3.0,453057,79707,,31.9997102,-102.1560022
TX,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TEXARKANA,"453053 - 515 WEST 12TH ST, TEXARKANA, TX, 75501, USA",9037355000,,,,,,,2.0,453053,75501,,33.43045740000001,-94.0482895
TX,HEALTHBRIDGE CHILDRENS HOSPITAL-HOUSTON LTD,"453309 - 2929 WOODLAND PARK DRIVE, HOUSTON, TX, 77082, USA",2812937774,30,0,21,1,1,2,1.0,453309,77082,1,29.7324501,-95.5798611
TX,HIGHLANDS REHABILITATION HOSPITAL --> LAS PALMAS DEL SOL REHABILIATION HOSPITAL EAST,"453086 - 1395 GEORGE DIETER DRIVE, EL PASO, TX, 79936, USA",9152987222,41,17,,1,1,1,3.0,453086,79936,,31.7322208,-106.3030615
TX,LAS PALMAS REHABILITATION HOSPITAL A CAMPUS OF LPDS HEALTHCARE,"675415 - 1301 E QUEBEC AVE, MCALLEN, TX, 78503, USA",9155772600,32,17,,1,1,0,3.0,675415,78503,,26.1852096,-98.2099348
TX,NEW BRAUNFELS REGIONAL REHABILITATION HOSPITAL,"673049 - 2041 SUNDANCE PARKWAY, NEW BRAUNFELS, TX, 78130, USA",8306256700,40,18,,1,0,1,3.0,673049,78130,,29.7350675,-98.0952063
TX,OUR CHILDRENS HOUSE,"453308 - 8 PRESTIGE CIRCLE 101, ALLEN, TX, 75002, USA",2148676700,25,0,18,1,1,1,1.0,453308,75002,1,33.0917667,-96.6720816
TX,REHAB CENTER AT RENAISSANCE,"459827 - 5513 DOCTORS DRIVE, EDINBURG, TX, 78539, USA",9563626325,40,12,,1,0,0,2.0,459827,78539,,26.2537071,-98.2070213
TX,SELECT REHABILITATION HOSPITAL OF DENTON,"673036 - 2620 SCRIPTURE STREET, DENTON, TX, 76201, USA",9402976500,43,16,,1,0,2,3.0,673036,76201,,33.2198264,-97.1678305
TX,SHANNON REHABILITATION HOSPITAL AN AFFILIATE OF ENCOMPASS HEALTH,"MISS03 - 6046 APPALOOSA TRAIL, San Angelo, TX 76901",3252844000,40,,,2,0,1,3.0,MISS03,76901,,31.43047749999999,-100.5178458
TX,"SOUTH PLAINS REHAB HOSPITAL, AN AFFILIATE OF UMC AND ENCOMPASS","673070 - 5406 COLGATE STREET, LUBBOCK, TX, 79416, USA",8065073500,60/66,15,,2,0,1,3.0,673070,79416,,33.6026397,-101.928054
TX,SOUTH TEXAS REHABILITATION HOSPITAL,"453092 - 425 EAST ALTON GLOOR BLVD, BROWNSVILLE, TX, 78526, USA",9565546000,40,16,,1,0,0,3.0,453092,78526,,25.9808047,-97.5105955
TX,"ST DAVIDS REHABILITATION HOSPITAL, A ST DAVIDS MEDICAL CENTER","453038 - 1005 EAST 32ND ST, AUSTIN, TX, 78705, USA",5125445100,64,18,,1,0,2,3.0,453038,78705,,30.2896077,-97.72499409999999
TX,SUGARLAND REHAB HOSPITAL,"673068 - 7622 BRANFORD PL, SUGAR LAND, TX, 77479, USA",2817669002,41,17,,1,2,,3.0,673068,77479,,29.5870511,-95.6425397
TX,TEXAS CHILDRENS HOSPITAL,"453304 - 6621 FANNIN STREET, HOUSTON, TX, 77030, USA",8328241000,12,1,22,1,0,1,1.0,453304,77030,0,29.707902,-95.4016256
TX,TEXAS NEUROREHAB CENTER,"452038 - 1106 W DITTMAR, AUSTIN, TX, 78745, USA",5124444835,47,13,,1,1,1,3.0,452038,78745,,30.1890278,-97.8075223
TX,TRUSTPOINT REHABILITATION HOSPITAL OF LUBBOCK,"670050 - 4302 PRINCETON, LUBBOCK, TX, 79415, USA",8067492222,11,0,18,1,0,0,1.0,670050,79415,0,33.6170957,-101.9032526
TX,WARM SPRINGS REHABILITATION HOSPITAL OF KYLE,"673057 - 5980 KYLE PARKWAY, KYLE, TX, 78640, USA",5122620821,40,18,,1,0,0,3.0,673057,78640,,30.0079735,-97.85616510000001
TX,WESLACO REGIONAL REHABILITATION HOSPITAL,"453091 - 906 JAMES STREET, WESLACO, TX, 78596, USA",9569692222,32,,,1,0,1,3.0,453091,78596,,26.1510261,-97.97692769999999
TX,TIRR MEMORIAL HERMANN,"453025 - 1333 MOURSUND AVE, HOUSTON, TX, 77030, USA",7137975942,8,0,17,2,2,2,1.0,453025,77030,0,29.7090906,-95.3947045
TX,TRUMAN W. SMITH CHILDREN'S CENTER,"455781 - 2200 HIGHWAY 80 WEST, GLADEWATER, TX, 75647, USA",9038452181,120,0,21,1,1,0,1.0,455781,75644,1,32.5481626,-94.9784145
TX,CARRUS SPECIALTY HOSPITAL,"452041 - 1810 WEST HIGHWAY 82, SHERMAN, TX, 75092, USA",9038702600,20,18,,1,0,2,3.0,452041,75092,,33.6669954,-96.5963319
DC,HOSPITAL FOR SICK CHILDREN AND PEDIATRIC CENTER,"095040 - 1731 BUNKER HILL ROAD  NE, WASHINGTON, DC, 20017, USA",2028324400,114,0,21,1,1,1,1.0,095040,20017,1,38.9412254,-76.98095769999999
